,CustomerID,E,YearFreq,logQta,logSpent,logAvgPrice,logAvgBasksValue,KMeans_label
2451,18232.0,4.375070520364182,0.3333333333333333,2.4756711883244296,2.7652735620242797,0.28960237369985004,2.163213570696317,2
2456,17345.0,5.524085329141013,0.3333333333333333,2.5327543789924976,2.7157443601043627,0.1829899811118649,2.1136843687764,2
2457,16275.0,4.0407754684868245,0.08333333333333333,2.526339277389844,2.7480871969403875,0.22174791955054324,2.7480871969403875,2
2458,14338.0,4.197325708706505,0.16666666666666666,2.5171958979499744,2.743682194006504,0.22648629605652984,2.442652198342523,2
2459,15402.0,4.7169504800695385,0.16666666666666666,2.8407332346118066,2.7968170817593556,-0.04391615285245128,2.4957870860953744,2
2463,12426.0,3.672997271796528,0.08333333333333333,2.404833716619938,2.7081913688243993,0.303357652204461,2.7081913688243993,2
2464,14451.0,5.01408588021505,0.16666666666666666,2.5774917998372255,2.808818425092124,0.23132662525489897,2.507788429428143,2
2466,15897.0,4.186704345910024,0.16666666666666666,2.3483048630481607,2.319293484105278,-0.029011378942882485,2.018263488441297,2
2467,17051.0,4.318045625665338,0.08333333333333333,2.2528530309798933,2.3818187716257344,0.12896574064584118,2.3818187716257344,2
2469,12787.0,3.4548223999466057,0.25,2.41161970596323,2.6218614691092266,0.21024176314599657,2.1447402143895644,2
2471,16470.0,5.317399986318004,0.25,2.6263403673750423,2.7295130579009066,0.10317269052586411,2.252391803181244,2
2473,13398.0,3.902174814211729,0.08333333333333333,2.44870631990508,2.6602391874282794,0.21153286752319939,2.6602391874282794,2
2476,12790.0,2.9219280948873627,0.08333333333333333,2.214843848047698,2.469704225231061,0.2548603771833631,2.469704225231061,2
2522,12535.0,3.619340871812293,0.16666666666666666,2.3404441148401185,2.855125265225706,0.5146811503855876,2.5540952695617247,2
2524,15386.0,2.9885286662079236,0.08333333333333333,2.649334858712142,2.5956505122514018,-0.053684346460739885,2.5956505122514018,2
2436,16763.0,3.4072682296173897,0.08333333333333333,2.5024271199844326,2.774443968924965,0.2720168489405324,2.774443968924965,2
2583,16018.0,4.6644977792004605,0.16666666666666666,2.278753600952829,2.611617110554336,0.332863509601507,2.310587114890355,2
2568,15267.0,3.095795255000934,0.4166666666666667,2.974971994298069,3.234861343282871,0.259889348984802,2.5358913389468523,2
2570,17797.0,5.5025231598973345,0.25,2.6972293427597176,2.892333955473938,0.19510461271422058,2.415212700754276,2
2571,16614.0,3.141619525334138,0.08333333333333333,2.3483048630481607,2.704313561233699,0.3560086981855384,2.704313561233699,2
2573,15411.0,5.123826657809899,0.3333333333333333,2.7218106152125467,3.1259462160593454,0.40413560084679867,2.523886224731383,2
2578,12516.0,3.4387218755408675,0.16666666666666666,2.938519725176492,3.0741066595255497,0.1355869343490578,2.7730766638615685,2
2579,17265.0,5.364287727742021,0.16666666666666666,2.5899496013257077,2.740370585685768,0.15042098436005988,2.4393405900217866,2
2580,13617.0,4.896820539042674,0.25,2.4771212547196626,2.7357425763095047,0.2586213215898421,2.258621321589842,2
2581,17242.0,3.54289660841911,0.16666666666666666,2.786041210242554,3.0550111667918487,0.2689699565492944,2.7539811711278674,2
2582,17289.0,5.463214599225256,0.25,2.709269960975831,2.965093466813248,0.2558235058374171,2.4879722120935854,2
2585,16794.0,5.586496791346697,0.8333333333333334,2.9628426812012423,3.069401667651536,0.10655898645029335,2.069401667651536,2
2526,17252.0,4.672928564421046,0.16666666666666666,2.2833012287035497,2.542713416804323,0.25941218810077366,2.2416834211403422,2
2587,13761.0,4.511675168127561,0.16666666666666666,2.807535028068853,3.0296475213349545,0.22211249326610108,2.7286175256709733,2
2589,13936.0,3.8063822994065495,0.08333333333333333,2.510545010206612,2.5578439202448737,0.04729891003826168,2.5578439202448737,2
2591,14177.0,4.746617054236764,0.3333333333333333,2.307496037913213,2.736005860042096,0.4285098221288827,2.1339458687141333,2
2592,16205.0,5.067621324442531,0.3333333333333333,2.709269960975831,2.8756572853054125,0.1663873243295817,2.27359729397745,2
2594,15036.0,5.204515642169679,0.25,2.499687082618404,2.6330238337062375,0.1333367510878338,2.1559025789865753,2
2596,17579.0,4.924198795514164,0.25,2.4082399653118496,2.643650038217329,0.23541007290547952,2.1665287834976668,2
2602,16774.0,4.940841476591659,0.3333333333333333,2.5024271199844326,2.8161882531513722,0.3137611331669396,2.2141282618234097,2
2604,17101.0,4.415661470191763,0.3333333333333333,2.9111576087399764,3.2099785506946352,0.29882094195465864,2.6079185593666727,2
2605,14997.0,3.986187965046304,0.25,3.042181594515766,2.7331812095609234,-0.30900038495484283,2.256059954841261,2
2565,15679.0,5.595199150660522,0.3333333333333333,3.0681858617461617,2.892806706940048,-0.17537915480611344,2.290746715612086,2
2564,17483.0,3.594465636961451,0.25,2.2810333672477277,2.6170422999134444,0.33600893266571685,2.139921045193782,2
2562,12694.0,4.378864088188098,0.16666666666666666,2.7015679850559273,2.8817668503143534,0.18019886525842616,2.580736854650372,2
2561,16113.0,4.094739663055176,0.08333333333333333,2.24551266781415,2.207849711130527,-0.037662956683623135,2.207849711130527,2
2528,16825.0,3.7534343861887844,0.16666666666666666,2.7528164311882715,2.8894025591901715,0.1365861280019,2.5883725635261903,2
2531,13643.0,2.9313076001654323,0.25,2.436162647040756,2.7155353898646997,0.2793727428239436,2.238414135145037,2
2535,14375.0,5.362279725287939,0.08333333333333333,2.2648178230095364,2.372101545647631,0.10728372263809462,2.372101545647631,2
2536,17124.0,4.671780584510635,0.08333333333333333,2.110589710299249,2.4687017118940022,0.3581120015947533,2.4687017118940022,2
2537,17987.0,3.392747410448785,0.08333333333333333,2.416640507338281,2.2979136358078662,-0.11872687153041483,2.2979136358078662,2
2539,13395.0,4.011365041826379,0.08333333333333333,2.526339277389844,2.48815572376571,-0.03818355362413423,2.48815572376571,2
2540,17828.0,4.9029369121726685,0.3333333333333333,2.8000293592441343,3.0313963442365,0.23136698499236605,2.429336352908538,2
2541,15743.0,5.075625476580921,0.3333333333333333,2.330413773349191,2.889839334367702,0.5594255610185109,2.2877793430397393,2
2542,17414.0,2.2516291673878226,0.16666666666666666,3.322219294733919,2.890979596989689,-0.4312396977442304,2.5899496013257077,2
2544,14622.0,3.784941827437642,0.08333333333333333,2.164352855784437,2.5059364245665496,0.34158356878211255,2.5059364245665496,2
2545,15609.0,3.2390979179887864,0.08333333333333333,2.161368002234975,2.4314120164207895,0.2700440141858146,2.4314120164207895,2
2546,14561.0,4.481308065838528,0.25,3.0060379549973173,3.033729262641708,0.02769130764439076,2.5566080079220455,2
2548,16872.0,2.8073549220576037,0.25,2.7781512503836434,2.8325216858855113,0.05437043550186761,2.3554004311658487,2
2550,15238.0,4.7413185069694155,0.25,2.8382192219076257,3.023885943840229,0.18566672193260325,2.5467646891205664,2
2551,13466.0,3.3502090290998976,0.08333333333333333,2.41161970596323,2.4741433897608056,0.06252368379757546,2.4741433897608056,2
2552,17360.0,5.123248036724944,0.25,2.515873843711679,2.754531801663999,0.23865795795231973,2.277410546944336,2
2558,17169.0,4.344413829577611,0.16666666666666666,2.7151673578484576,2.9121582631841623,0.1969909053357046,2.6111282675201815,2
2559,15252.0,3.888535812301759,0.16666666666666666,2.717670503002262,2.8696892485025898,0.15201874550032757,2.5686592528386085,2
2560,17731.0,5.191439058364666,0.3333333333333333,2.593286067020457,2.943593432768369,0.3503073657479117,2.3415334414404065,2
2439,12815.0,3.9536468530213713,0.16666666666666666,2.5728716022004803,2.936242223569203,0.363370621368723,2.635212227905222,2
2435,14287.0,3.321928094887362,0.25,2.374748346010104,2.193764432764385,-0.1809839132457187,1.7166431780447227,2
2268,14288.0,3.29277019393699,0.08333333333333333,2.271841606536499,2.616842959534867,0.34500135299836776,2.616842959534867,2
2322,14873.0,3.9946803684089085,0.08333333333333333,2.225309281725863,2.7157360032250626,0.4904267214991996,2.7157360032250626,2
2311,14651.0,5.232912007720097,0.16666666666666666,2.5352941200427703,2.8154117018753304,0.2801175818325601,2.5143817062113496,2
2312,14000.0,3.75,0.08333333333333333,2.8494194137968996,2.8018905603847517,-0.04752885341214769,2.8018905603847517,2
2313,13601.0,5.698659998994582,0.16666666666666666,2.738780558484369,2.8409337283458327,0.10215316986146342,2.5399037326818514,2
2314,17671.0,4.46228836907077,0.25,2.6711728427150834,2.949341206770497,0.27816836405541406,2.472219952050835,2
2316,17970.0,4.280226253673658,0.08333333333333333,2.7101173651118162,2.750346372018922,0.04022900690710559,2.750346372018922,2
2317,12770.0,2.355388542207534,0.08333333333333333,2.8709888137605755,3.1307999826090813,0.259811168848506,3.1307999826090813,2
2319,15907.0,5.620238218574237,0.25,2.678518379040114,2.945404568755613,0.2668861897154992,2.4682833140359506,2
2320,12695.0,3.926571651178273,0.3333333333333333,2.342422680822206,2.7649975992848805,0.42257491846267436,2.162937607956918,2
2321,14342.0,3.9361804341297546,0.3333333333333333,2.5289167002776547,2.7844104364813567,0.2554937362037019,2.182350445153394,2
2324,15440.0,4.809136335230569,0.25,2.294466226161593,2.5839691614187545,0.28950293525716164,2.106847906699092,2
2342,16139.0,3.65076495694924,0.25,2.5185139398778875,2.8030540454150263,0.28454010553713865,2.3259327906953637,2
2326,15333.0,3.4056390622295662,0.08333333333333333,2.53655844257153,3.01222963089596,0.47567118832442973,3.01222963089596,2
2330,16877.0,5.6497961467863735,0.5,2.660865478003869,2.927688523749428,0.2668230457455589,2.1495372733657843,2
2332,16642.0,4.278584802350186,0.16666666666666666,2.6794278966121188,2.8324003255117955,0.1529724288996768,2.5313703298478143,2
2334,14038.0,3.471171965381129,0.25,2.9836262871245345,3.191585138765499,0.20795885164096445,2.7144638840458364,2
2335,14489.0,2.911080496244278,0.08333333333333333,2.4756711883244296,2.6659372852220153,0.19026609689758556,2.6659372852220153,2
2336,14888.0,2.55887184844536,0.08333333333333333,2.2648178230095364,2.5672616923538745,0.302443869344338,2.5672616923538745,2
2337,17190.0,4.121928094887363,0.16666666666666666,2.2041199826559246,2.3974881073814345,0.19336812472550977,2.096458111717453,2
2339,16899.0,5.514362080362383,0.4166666666666667,2.6483600109809315,3.041593993209301,0.3932339822283691,2.342623988873282,2
2340,17898.0,3.8962915290459277,0.16666666666666666,2.278753600952829,2.1820149861507345,-0.09673861480209435,1.8809849904867535,2
2310,17764.0,5.392360675690354,0.16666666666666666,2.545307116465824,2.8879265968624175,0.34261948039659335,2.5868966011984362,2
2309,17658.0,4.349648912578751,0.16666666666666666,2.717670503002262,2.686529022816038,-0.03114148018622398,2.385499027152057,2
2306,18221.0,4.6971529593758765,0.4166666666666667,2.89707700320942,3.014230632354297,0.1171536291448767,2.315260628018278,2
2305,17932.0,4.418239515986836,0.25,2.89707700320942,3.124364002028919,0.22728699881949865,2.6472427473092566,2
2272,13990.0,3.3278195311147836,0.08333333333333333,2.278753600952829,2.493179120682515,0.21442551972968632,2.493179120682515,2
2274,16320.0,4.209888638014727,0.16666666666666666,2.864511081058392,3.01638977278846,0.1518786917300685,2.7153597771244793,2
2277,16229.0,4.519925224377835,0.16666666666666666,2.5024271199844326,3.0045792939022116,0.502152173917779,2.7035492982382303,2
2278,14920.0,4.4760836927585235,0.16666666666666666,2.7067177823367587,2.990236708081907,0.28351892574514803,2.6892067124179255,2
2279,17489.0,3.2972525493055014,0.16666666666666666,2.6314437690131722,2.5759264411633405,-0.05551732784983137,2.2748964454993597,2
2283,16644.0,3.955965416646056,0.16666666666666666,2.9169800473203824,2.921051473431425,0.004071426111042611,2.6200214777674438,2
2284,14731.0,5.013858096233521,0.25,2.4082399653118496,2.579806453619626,0.17156648830777646,2.1026851988999637,2
2287,13052.0,4.058813890331202,0.08333333333333333,2.346352974450639,2.541766399511599,0.19541342506096035,2.541766399511599,2
2288,18133.0,0.0,0.08333333333333333,3.130333768495006,2.9691828592322613,-0.16115090926274472,2.9691828592322613,2
2289,17664.0,4.00105051016386,0.16666666666666666,2.7810369386211318,2.781496874572939,0.0004599359518074603,2.480466878908958,2
2292,12649.0,4.513153408920676,0.25,2.765668554759014,2.7555013542389823,-0.010167200520031845,2.2783800995193197,2
2294,14883.0,4.260383346529439,0.5,2.89707700320942,2.878889296671351,-0.018187706538069212,2.1007380462877077,2
2295,12976.0,2.7721854605116727,0.08333333333333333,2.7489628612561616,2.86840930331496,0.11944644205879855,2.86840930331496,2
2296,16244.0,3.8518232255517657,0.08333333333333333,2.3729120029701067,2.6684977377819545,0.29558573481184813,2.6684977377819545,2
2298,14421.0,3.628725577846184,0.16666666666666666,2.5622928644564746,2.9101493022502383,0.34785643779376335,2.609119306586257,2
2299,16116.0,4.571860873964197,0.08333333333333333,2.3909351071033793,2.7729668002587102,0.38203169315533114,2.7729668002587102,2
2300,14988.0,4.4750705203641825,0.08333333333333333,2.1492191126553797,2.5244480525692756,0.37522893991389555,2.5244480525692756,2
2301,15489.0,4.4356140329609595,0.25,2.7730546933642626,3.03743845083527,0.26438375747100734,2.5603171961156077,2
2304,16184.0,4.193969359128094,0.5,2.7481880270062002,3.0627849835482337,0.3145969565420331,2.28463373316459,2
2341,13976.0,3.121928094887363,0.08333333333333333,2.187520720836463,2.5538587637045738,0.3663380428681105,2.5538587637045738,2
2344,15730.0,4.550140410059078,0.25,2.8344207036815328,3.0446886806179503,0.21026797693641772,2.5675674258982877,2
2433,14593.0,5.46433412735528,0.25,2.5185139398778875,2.79039073332807,0.2718767934501827,2.3132694786084076,2
2414,13339.0,4.5210136043284574,0.08333333333333333,2.513217600067939,2.934559046246141,0.42134144617820185,2.934559046246141,2
2393,13308.0,3.975343455451557,0.25,2.9242792860618816,3.135962267708749,0.21168298164686744,2.6588410129890865,2
2394,13243.0,4.665708873586133,0.08333333333333333,2.3654879848909,2.767244942993969,0.40175695810306944,2.767244942993969,2
2395,15095.0,4.20410952822207,0.3333333333333333,3.0322157032979815,3.1350371915496176,0.10282148825163588,2.532977200221655,2
2398,18150.0,2.6968077734471105,0.25,2.5211380837040362,2.7532612400698047,0.23212315636576852,2.2761399853501425,2
2401,16038.0,4.008621780036165,0.25,2.3820170425748683,2.6573714147901755,0.27535437221530723,2.1802501600705133,2
2402,13972.0,3.189898095464288,0.16666666666666666,2.271841606536499,2.2793246654426107,0.007483058906111639,1.9782946697786294,2
2404,13657.0,3.132914563979398,0.16666666666666666,2.3180633349627615,2.564831703580292,0.24676836861753076,2.2638017079163113,2
2405,17176.0,3.456564762130954,0.08333333333333333,2.230448921378274,2.485905891492268,0.25545697011399404,2.485905891492268,2
2411,12710.0,4.331093293569236,0.25,2.9253120914996495,3.0019802044536337,0.07666811295398415,2.524858949733971,2
2415,13885.0,4.253434386188785,0.16666666666666666,2.2600713879850747,2.704836606211404,0.44476521822632903,2.4038066105474227,2
2345,16266.0,5.102387747186151,0.5833333333333334,2.5998830720736876,2.935451841878783,0.33556876980509537,2.0903538018645262,2
2418,13546.0,5.505696703141587,0.25,2.552668216112193,2.7931545368453237,0.24048632073313023,2.316033282125661,2
2419,17715.0,0.0,0.08333333333333333,2.584331224367531,2.5137501500818233,-0.07058107428570728,2.5137501500818233,2
2420,18160.0,4.0923426031447905,0.16666666666666666,2.4683473304121573,2.8048615195420226,0.3365141891298653,2.5038315238780413,2
2421,15434.0,3.7730798566917283,0.4166666666666667,2.8048206787211623,2.9989041966127052,0.19408351789154274,2.299934192276686,2
2422,15734.0,4.103909910282365,0.16666666666666666,2.5390760987927767,3.126926506574775,0.5878504077819984,2.825896510910794,2
2423,13737.0,4.41506101220307,0.08333333333333333,2.0969100130080562,2.530967681571915,0.4340576685638586,2.530967681571915,2
2427,15314.0,3.855388542207535,0.08333333333333333,2.4955443375464483,2.5158341198387393,0.020289782292290795,2.5158341198387393,2
2428,17521.0,3.782133340060615,0.25,2.714329759745233,2.8585131362669984,0.14418337652176522,2.381391881547336,2
2430,12863.0,2.584962500721156,0.08333333333333333,2.2695129442179165,2.7026028413404273,0.43308989712251084,2.7026028413404273,2
2392,13856.0,3.381580488309163,0.25,2.6848453616444123,2.5603849229720153,-0.12446043867239698,2.083263668252353,2
2389,17926.0,3.8208888513501886,0.16666666666666666,2.48572142648158,2.599107633770501,0.11338620728892082,2.2980776381065198,2
2385,13887.0,3.5766176449086657,0.08333333333333333,2.167317334748176,2.5435093064650265,0.37619197171685054,2.5435093064650265,2
2382,16463.0,4.570043320921682,0.3333333333333333,3.0549958615291417,3.1410419409390493,0.08604607940990786,2.538981949611087,2
2348,17505.0,4.248020729000124,0.16666666666666666,2.7450747915820575,3.059123978915564,0.3140491873335068,2.758093983251583,2
2353,14583.0,5.753069432758137,0.4166666666666667,2.8756399370041685,2.994299551726073,0.11865961472190474,2.2953295473900543,2
2356,14009.0,4.049976790659946,0.16666666666666666,2.5575072019056577,2.83627979768213,0.27877259577647207,2.5352498020181486,2
2358,13258.0,4.760067015271106,0.25,2.450249108319361,2.8279053474509577,0.3776562391315965,2.350784092731295,2
2360,13192.0,4.355173363302649,0.16666666666666666,2.7745169657285498,2.9599662653831182,0.18544929965456852,2.658936269719137,2
2361,16987.0,5.337904880568206,0.5833333333333334,2.603144372620182,3.2086563005072475,0.6055119278870654,2.363558260492991,2
2362,13417.0,4.012188403968661,0.16666666666666666,2.2095150145426308,2.8067428347389223,0.5972278201962915,2.505712839074941,2
2363,17047.0,4.504394113022325,0.25,2.7267272090265724,3.0417478717232664,0.315020662696694,2.564626617003604,2
2365,15116.0,4.620313519688038,0.3333333333333333,2.8115750058705933,3.1312175426046194,0.3196425367340261,2.529157551276657,2
2366,17469.0,3.909056176391594,0.4166666666666667,2.890979596989689,3.2655394737132473,0.37455987672355817,2.5665694693772285,2
2368,13627.0,4.753958812889564,0.3333333333333333,3.028977705208778,3.1182084923942086,0.08923078718543037,2.516148501066246,2
2369,15630.0,4.601334322320249,0.16666666666666666,2.902546779313991,3.072029200827922,0.16948242151393045,2.7709992051639407,2
2372,16008.0,4.21956742393804,0.25,2.509202522331103,2.680136000399677,0.17093347806857373,2.203014745680014,2
2373,17871.0,2.521928094887362,0.08333333333333333,2.2600713879850747,2.1928461151888414,-0.0672252727962332,2.1928461151888414,2
2376,15599.0,4.2103638824610155,0.16666666666666666,2.8561244442423,2.8818067615841425,0.025682317341842224,2.5807767659201613,2
2378,15862.0,5.317827311324582,0.25,2.663700925389648,2.6800180632491917,0.016317137859543387,2.202896808529529,2
2379,15394.0,3.4641646700060273,0.25,2.824776462475546,3.2030002320666218,0.3782237695910759,2.725878977346959,2
2380,17980.0,3.640223928941852,0.16666666666666666,2.6503075231319366,2.7128600646644574,0.06255254153252092,2.411830069000476,2
2381,14859.0,4.106155864393479,0.3333333333333333,2.8254261177678233,3.130989540364716,0.305563422596893,2.5289295490367536,2
2606,17155.0,3.5841837197791886,0.16666666666666666,2.383815365980431,2.4008832155483626,0.017067849567931392,2.0998532198843813,2
2607,12809.0,4.023465189601647,0.08333333333333333,2.3344537511509307,2.6024506805778724,0.26799692942694164,2.6024506805778724,2
2610,13343.0,3.880179922675738,0.08333333333333333,2.0969100130080562,2.404714012668899,0.30780399966084243,2.404714012668899,2
2840,14332.0,4.0536606896881855,0.25,2.6655809910179533,2.9243878461129165,0.25880685509496326,2.447266591393254,2
2824,14265.0,3.7929059878062303,0.16666666666666666,2.5185139398778875,2.7244233407990643,0.20590940092117674,2.423393345135083,2
2827,14862.0,4.670914521951841,0.16666666666666666,2.887617300335736,2.9248992640142837,0.03728196367854735,2.6238692683503024,2
2829,16488.0,4.11548663296752,0.25,2.859738566197147,2.6921416093667836,-0.1675969568303632,2.2150203546471214,2
2831,14716.0,4.9665429890303185,0.16666666666666666,2.694605198933569,2.487859243279577,-0.20674595565399154,2.186829247615596,2
2832,13933.0,3.4472624994412095,0.16666666666666666,2.311753861055754,2.7844675100889167,0.4727136490331623,2.4834375144249354,2
2833,17259.0,4.1355649595856265,0.08333333333333333,2.12057393120585,2.328950132069784,0.20837620086393416,2.328950132069784,2
2834,14857.0,4.4782232566755455,0.16666666666666666,2.6580113966571126,3.066568168015852,0.40855677135873947,2.765538172351871,2
2835,15306.0,4.515320598904688,0.25,2.90848501887865,3.0697975521203946,0.16131253324174485,2.592676297400732,2
2836,15839.0,4.325386851123868,0.25,2.8260748027008264,3.0089151339135825,0.18284033121275606,2.53179387919392,2
2841,17266.0,5.196626018277033,0.25,2.184691430817599,2.4721418608444203,0.2874504300268215,1.995020606124758,2
2859,13991.0,5.252143534045264,0.5,2.9965116721541785,2.9276474838493853,-0.06886418830479314,2.149496233465742,2
2844,14722.0,4.1644977792004605,0.08333333333333333,2.0718820073061255,2.2562846784841613,0.1844026711780357,2.2562846784841613,2
2847,16054.0,4.520663603600284,0.08333333333333333,2.57978359661681,2.894260664446988,0.31447706783017787,2.894260664446988,2
2848,12833.0,4.168295834054491,0.08333333333333333,2.1931245983544616,2.6205316347204755,0.4274070363660138,2.6205316347204755,2
2851,13705.0,3.1971597234241496,0.16666666666666666,2.4149733479708178,2.5951874764336726,0.18021412846285462,2.2941574807696914,2
2852,12589.0,3.6950206341166103,0.16666666666666666,2.4800069429571505,2.7594260830902324,0.27941914013308194,2.4583960874262516,2
2853,16762.0,4.447063606136298,0.25,2.681241237375587,3.0817936166710123,0.4005523792954249,2.6046723619513497,2
2854,13940.0,4.140447987839138,0.3333333333333333,2.7126497016272113,2.9238344234690135,0.21118472184180212,2.321774432141051,2
2855,14029.0,3.506890595608519,0.16666666666666666,2.296665190261531,2.6699302253239874,0.37326503506245645,2.3689002296600066,2
2857,13167.0,5.339614648336089,0.3333333333333333,2.888179493918325,2.891721394555215,0.0035419006368901484,2.2896614032272526,2
2822,14400.0,3.3637132757501904,0.08333333333333333,2.6532125137753435,2.74795530690673,0.0947427931313862,2.74795530690673,2
2821,13667.0,4.993460702876358,0.08333333333333333,2.173186268412274,2.4757438067481257,0.30255753833585153,2.4757438067481257,2
2820,16450.0,2.7321588913645707,0.08333333333333333,2.3010299956639813,2.494043222179929,0.19301322651594816,2.494043222179929,2
2819,13669.0,2.419381945646372,0.16666666666666666,2.374748346010104,2.3395508108256715,-0.035197535184432464,2.0385208151616903,2
2791,12461.0,3.4885061360562144,0.08333333333333333,2.450249108319361,2.7971844143146427,0.3469353059952814,2.7971844143146427,2
2792,12648.0,3.2219280948873625,0.08333333333333333,2.2013971243204513,2.477193631102115,0.2757965067816638,2.477193631102115,2
2793,18121.0,4.300497519854927,0.16666666666666666,2.6414741105040997,2.8151126581898125,0.17363854768571313,2.5140826625258317,2
2794,15901.0,5.317605114332388,0.25,2.5705429398818973,2.543757723163865,-0.026785216718032426,2.0666364684442025,2
2796,15157.0,4.374499350185639,0.16666666666666666,3.0923696996291206,2.9162538637958093,-0.17611583583331147,2.615223868131828,2
2798,14708.0,3.6250000000000004,0.16666666666666666,2.432969290874406,2.8496097982126867,0.416640507338281,2.5485798025487054,2
2799,17353.0,0.0,0.16666666666666666,3.0791812460476247,3.2405492482826,0.16136800223497488,2.9395192526186187,2
2800,18024.0,4.0614821867207755,0.16666666666666666,2.1702617153949575,2.374345016224609,0.20408330082965162,2.073315020560628,2
2801,15467.0,5.051046813413628,0.25,2.48572142648158,2.709168161276516,0.22344673479493635,2.232046906556854,2
2802,16174.0,3.2903216092483047,0.25,2.813580988568192,3.0041278331225048,0.19054684455431267,2.527006578402842,2
2803,13678.0,3.125,0.08333333333333333,2.9656719712201065,2.3666097103924297,-0.599062260827677,2.3666097103924297,2
2804,14690.0,4.92611928532397,0.16666666666666666,2.2041199826559246,2.5339753084092087,0.3298553257532838,2.2329453127452275,2
2807,12556.0,5.608158958005658,0.16666666666666666,2.550228353055094,2.777832650929498,0.2276042978744039,2.4768026552655167,2
2809,16989.0,2.91829583405449,0.5,3.0909630765957314,3.0543257277307254,-0.03663734886500625,2.276174477347082,2
