CustomerID	monetary	recency	T	frequency	R	F	M	RFMScore
12897.0	5.118592435601348	0.0	5.3230099791384085	4.859036909945142	4	1	2	7
12901.0	5.771752601095469	3.091042453358316	5.805134968916488	6.6426491681779405	1	4	4	9
12904.0	5.03760174232607	0.0	5.153291594497779	5.527323698130622	4	2	2	8
12906.0	4.206184043977636	0.0	4.3694478524670215	6.890934601251794	4	4	1	9
12908.0	4.91338990965742	0.0	5.746203190540153	6.068657042937888	4	3	2	9
12909.0	5.366443195595637	1.0986122886681098	5.537334267018537	6.052496928916265	2	3	3	8
12910.0	5.258016069774511	1.6094379124341003	5.288267030694535	6.274106439163322	2	4	2	8
12912.0	5.759217181544302	1.3862943611198906	5.805134968916488	5.566797506250538	2	2	4	8
12913.0	5.68391984555995	1.0986122886681098	5.736572297479192	6.451701891063125	2	4	4	10
12916.0	5.2045559867335625	1.0986122886681098	5.771441123130016	6.5691073439112895	2	4	2	8
12919.0	5.796361655949294	1.6094379124341003	5.805134968916488	5.345000550688407	2	2	4	8
12921.0	5.787204082795274	2.995732273553991	5.817111159963204	6.636001672277935	1	4	4	9
12924.0	5.790265934544339	1.0986122886681098	5.793013608384144	5.667418122660977	2	2	4	8
12925.0	4.920710586568268	0.0	5.356586274672012	5.909196448421001	4	3	2	9
12928.0	5.46848199307136	1.0986122886681098	5.493061443340548	5.8843432228769625	2	3	3	8
12930.0	4.533674184283021	0.0	5.147494476813453	5.269609202411293	4	2	1	7
12931.0	5.620763118936109	2.302585092994046	5.697093486505405	8.298628142744192	1	4	3	8
12933.0	5.756058619221572	0.6931471805599453	5.831882477283517	5.515402603278282	3	2	4	9
12935.0	5.680513847716846	1.6094379124341003	5.768320995793772	5.846190189249538	2	3	4	9
12936.0	4.11251186617755	0.6931471805599453	4.3694478524670215	4.888994828112568	3	1	1	5
12937.0	5.529825834193874	1.0986122886681098	5.5909869805108565	6.06156569312067	2	3	3	8
12939.0	5.568726110329361	1.6094379124341003	5.700443573390687	7.403209769860133	2	4	3	9
12940.0	3.4995332823830174	0.0	4.477336814478207	6.288824636111034	4	4	1	9
12942.0	4.191168746857641	0.0	5.288267030694535	5.631856735084612	4	2	1	7
12947.0	5.136386499401816	1.3862943611198906	5.459585514144159	5.383095000590436	2	2	2	6
12948.0	5.513831890697755	1.791759469228055	5.579729825986222	5.642940815399956	1	2	3	6
12949.0	5.521860837883573	1.3862943611198906	5.8289456176102075	6.489706325363155	2	4	3	9
12950.0	5.727173427446777	0.6931471805599453	5.805134968916488	5.816813496618247	3	3	4	10
12951.0	5.0632277442154265	1.6094379124341003	5.805134968916488	5.013670682639777	2	1	2	5
12952.0	5.288771953704505	0.6931471805599453	5.488937726156687	6.301024298329075	3	4	2	9
12955.0	5.752890048763229	2.302585092994046	5.805134968916488	6.063287410387987	1	3	4	8
12957.0	5.509793112994564	1.791759469228055	5.54907608489522	6.420979785035892	1	4	3	8
12962.0	5.231643233280044	0.0	5.707110264748875	5.139556074163095	4	1	2	7
12963.0	5.771752601095469	1.6094379124341003	5.805134968916488	5.502628699566911	2	2	4	8
12970.0	3.095577608523707	0.0	5.777652323222656	5.944818333034211	4	3	1	8
12971.0	5.805436128382701	4.174387269895637	5.831882477283517	5.094072942490708	1	1	4	6
12980.0	5.707442435487688	1.9459101490553132	5.736572297479192	6.693054557890579	1	4	4	9
12981.0	4.3054155323020415	0.0	4.897839799950911	5.221112295639065	4	1	1	6
12985.0	4.096009841541162	0.0	4.48863636973214	6.626028770235629	4	4	1	9
12987.0	4.821087692210561	0.0	5.288267030694535	5.539300835990577	4	2	2	8
12989.0	5.802420444553201	2.3978952727983707	5.805134968916488	6.405195399633179	1	4	4	9
12990.0	5.247550249494384	0.6931471805599453	5.739792912179234	5.050496827521386	3	1	2	6
12991.0	4.489759334476764	0.0	4.727387818712341	5.299816242671773	4	2	1	7
12993.0	5.617134667930529	1.0986122886681098	5.700443573390687	4.644903588206692	2	1	3	6
12994.0	5.46848199307136	0.6931471805599453	5.594711379601839	5.739825066003131	3	3	3	9
12997.0	5.759217181544302	1.0986122886681098	5.762051382780177	5.727542403109422	2	3	4	9
12999.0	4.35799005684564	0.6931471805599453	5.327876168789581	5.2907387210244865	3	2	1	6
13000.0	5.031091302663638	0.0	5.560681631015528	4.336244442018754	4	1	2	7
13001.0	5.717356594683319	2.4849066497880004	5.7899601708972535	6.618040029915753	1	4	4	9
13003.0	4.291828366755733	0.6931471805599453	4.663439094112067	3.7982942400998034	3	1	1	5
13004.0	5.720639591722624	2.70805020110221	5.75890177387728	5.80549634939383	1	3	4	8
13005.0	2.714694743820879	0.0	5.159055299214529	5.773774846476236	4	3	1	8
13012.0	5.652839995918626	1.9459101490553132	5.68697535633982	5.201074606226678	1	1	4	6
13013.0	5.3986150878634005	2.302585092994046	5.493061443340548	5.693162953278325	1	2	3	6
13014.0	5.60248775650462	2.1972245773362196	5.641907070938114	5.799191221528791	1	3	3	7
13015.0	5.2786247332023	1.0986122886681098	5.521460917862246	6.793155920044562	2	4	2	8
13016.0	3.914021008090819	0.0	4.820281565605037	5.899184770988686	4	3	1	8
13018.0	5.6315701405422764	2.9444389791664403	5.69035945432406	5.901827717061328	1	3	4	8
13021.0	5.727173427446777	1.791759469228055	5.808142489980444	5.88634937172214	1	3	4	8
13023.0	4.804840381116659	0.0	5.720311776607412	5.868166330763488	4	3	2	9
13026.0	5.2045559867335625	1.3862943611198906	5.634789603169249	5.318610069815799	2	2	2	6
13027.0	5.044070070182493	1.3862943611198906	5.594711379601839	7.148424357162165	2	4	2	8
13028.0	3.139832617527748	0.0	3.828641396489095	5.721884310020183	4	2	1	7
13029.0	3.893859034800475	0.0	4.9344739331306915	6.162050847683516	4	4	1	9
13032.0	3.55820113047182	0.0	4.477336814478207	6.242184354192295	4	4	1	9
13035.0	5.231643233280044	0.0	5.564520407322694	6.378392227217688	4	4	2	10
13037.0	4.771531723203316	0.6931471805599453	5.54907608489522	5.753920935813805	3	3	2	8
13038.0	5.347583607850955	0.6931471805599453	5.673323267171493	5.548219687162938	3	2	3	8
13040.0	5.011301738639416	0.0	5.805134968916488	5.714887254388307	4	2	2	8
13046.0	5.176714544788788	0.0	5.58724865840025	6.067707738058715	4	3	2	9
13047.0	5.420977379283924	1.6094379124341003	5.645446897643238	6.176931153046009	2	4	3	9
13048.0	5.74652262833236	1.0986122886681098	5.793013608384144	6.10337854173565	2	3	4	9
13049.0	4.91338990965742	0.0	5.765191102784844	6.220590170099739	4	4	2	10
13050.0	5.723911845951367	2.4849066497880004	5.771441123130016	5.8840997093230705	1	3	4	8
13055.0	2.5726122302071057	0.0	4.3694478524670215	5.843428468280578	4	3	1	8
13058.0	3.4995332823830174	0.6931471805599453	3.4965075614664802	4.7187220606722065	3	1	1	5
13064.0	5.790265934544339	1.0986122886681098	5.793013608384144	5.706656119558609	2	2	4	8
13066.0	4.844974178195408	0.0	5.0238805208462765	5.765473194654634	4	3	2	9
13068.0	5.733664849138071	0.0	5.768320995793772	5.187944309066666	4	1	4	9
13069.0	5.81740873473106	2.833213344056216	5.823045895483019	5.382447636347067	1	2	4	7
13077.0	5.1422481808981475	0.0	5.673323267171493	5.023419888455675	4	1	2	7
13078.0	5.759217181544302	3.091042453358316	5.75890177387728	6.2450667604522065	1	4	4	9
13079.0	5.247550249494384	1.3862943611198906	5.356586274672012	3.863357833446865	2	1	2	5
13081.0	5.624378451868933	1.9459101490553132	5.666426688112432	8.165436150661945	1	4	3	8
13082.0	4.533674184283021	1.791759469228055	5.598421958998375	6.322783648151073	1	4	1	6
13083.0	4.91338990965742	0.0	5.356586274672012	5.260044204326544	4	2	2	8
13085.0	4.370712874773608	0.0	5.69035945432406	4.9278332273351175	4	1	1	6
13089.0	5.796361655949294	4.0943445622221	5.814130531825066	6.694995751591371	1	4	4	9
13090.0	5.743323649276734	2.302585092994046	5.805134968916488	6.626458112897417	1	4	4	9
13092.0	5.407620101438487	1.0986122886681098	5.429345628954441	4.145143289887244	2	1	3	6
13093.0	5.4514675460417115	1.3862943611198906	5.802118375377063	6.665320594536301	2	4	3	9
13094.0	5.756058619221572	2.302585092994046	5.823045895483019	5.0447146077491185	1	1	4	6
13097.0	5.371103036273684	1.9459101490553132	5.680172609017068	6.593437803181677	1	4	3	8
13098.0	5.730424405602622	3.2188758248682006	5.762051382780177	7.029482171844248	1	4	4	9
13102.0	5.730424405602622	2.833213344056216	5.805134968916488	5.769021118297864	1	3	4	8
13104.0	5.3986150878634005	1.3862943611198906	5.5909869805108565	5.399474058507774	2	2	3	7
13107.0	4.875960390769654	1.0986122886681098	5.170483995038151	5.960610072512084	2	3	2	7
13109.0	5.231643233280044	0.0	5.37989735354046	6.03258249782888	4	3	2	9
13110.0	5.663307642090483	1.6094379124341003	5.834810737062605	5.495215500294004	2	2	4	8
13113.0	5.74652262833236	3.044522437723423	5.762051382780177	6.306595764669197	1	4	4	9
13115.0	4.837075242970874	1.0986122886681098	4.836281906951478	6.157353209340421	2	4	2	8
13117.0	5.697429000684026	1.6094379124341003	5.768320995793772	4.57570017980406	2	1	4	7
13118.0	5.59508305773286	1.0986122886681098	5.666426688112432	5.816297336835486	2	3	3	8
13122.0	4.044804116661965	0.0	5.484796933490655	2.9349201341572337	4	1	1	6
13124.0	5.733664849138071	0.0	5.8289456176102075	7.122834400014264	4	4	4	12
13126.0	5.342812606434588	1.6094379124341003	5.537334267018537	5.740776351274028	2	3	3	8
13131.0	5.268373490174964	0.6931471805599453	5.384495062789089	5.925057614910384	3	3	2	8
13133.0	4.533674184283021	0.0	4.867534450455582	4.0526541351678915	4	1	1	6
13134.0	5.044070070182493	1.0986122886681098	5.484796933490655	6.066633860601579	2	3	2	7
13136.0	4.683056724645162	1.0986122886681098	4.962844630259907	6.479886062658741	2	4	1	7
13137.0	5.796361655949294	1.9459101490553132	5.8289456176102075	6.0481081459137265	1	3	4	8
13138.0	5.384953673207583	1.3862943611198906	5.484796933490655	4.96970912748361	2	1	3	6
13139.0	5.493472881322077	1.6094379124341003	5.560681631015528	6.836461190296203	2	4	3	9
13140.0	1.9600947840472698	0.0	4.7535901911063645	4.737600973168581	4	1	1	6
13141.0	5.442850517280335	1.0986122886681098	5.755742213586912	6.432125184156844	2	4	3	9
13145.0	5.328361487896413	0.6931471805599453	5.5053315359323625	4.629472478511056	3	1	3	7
13147.0	5.781052110147502	1.0986122886681098	5.814130531825066	5.288771953704505	2	2	4	8
13148.0	5.537727890326118	1.6094379124341003	5.749392985908253	6.25960058434102	2	4	3	9
13149.0	5.617134667930529	1.0986122886681098	5.66988092298052	6.071214904358991	2	3	3	8
13155.0	5.509793112994564	0.6931471805599453	5.7899601708972535	5.305193670487469	3	2	3	8
13157.0	5.680513847716846	1.0986122886681098	5.700443573390687	6.243325122519686	2	4	4	10
13158.0	5.759217181544302	1.0986122886681098	5.765191102784844	5.7525197273729365	2	3	4	9
13159.0	5.638710477912486	1.0986122886681098	5.805134968916488	5.946371290945336	2	3	4	9
13162.0	4.9494688588587685	1.0986122886681098	5.455321115357702	5.940311593749361	2	3	2	7
13167.0	5.759217181544302	1.0986122886681098	5.817111159963204	5.306599640300508	2	2	4	8
13168.0	4.779963476361254	1.0986122886681098	5.765191102784844	5.419885821050071	2	2	2	6
13169.0	5.231643233280044	0.0	5.8289456176102075	5.3364798276423855	4	2	2	8
13171.0	5.627980761239919	0.6931471805599453	5.703782474656201	5.100658796743844	3	1	4	8
13174.0	5.704115752446321	0.0	5.75890177387728	6.56365804582112	4	4	4	12
13178.0	5.59508305773286	2.1972245773362196	5.69035945432406	6.237102089853361	1	4	3	8
13183.0	5.371103036273684	2.0794415416798357	5.71042701737487	6.08547843254023	1	3	3	7
13184.0	5.784132827309859	2.0794415416798357	5.8289456176102075	5.268083649102456	1	2	4	7
13186.0	5.46848199307136	0.6931471805599453	5.6240175061873385	5.683154506860234	3	2	3	8
13189.0	4.575741375297279	0.0	4.7535901911063645	4.896196659690262	4	1	1	6
13192.0	2.2082744135228043	0.0	5.3706380281276624	6.140789315218545	4	4	1	9
13196.0	5.5258512661635395	0.6931471805599453	5.572154032177765	6.466028076688057	3	4	3	10
13198.0	5.730424405602622	1.3862943611198906	5.765191102784844	6.317570741480017	2	4	4	10
13199.0	5.771752601095469	3.367295829986474	5.805134968916488	5.731241092918322	1	3	4	8
13200.0	5.2786247332023	1.0986122886681098	5.375278407684165	5.213249554157973	2	1	2	5
13203.0	3.40452517175483	1.0986122886681098	3.6888794541139363	5.061286159948555	2	1	1	4
13207.0	2.5726122302071057	0.0	2.772588722239781	5.286345994766817	4	2	1	7
13208.0	5.533784667551078	1.3862943611198906	5.645446897643238	5.546270596770821	2	2	3	7
13209.0	5.46848199307136	1.3862943611198906	5.7899601708972535	7.21924115451597	2	4	3	9
13211.0	5.318610069815799	0.0	5.3706380281276624	5.73940698562913	4	3	3	10
13212.0	4.264087336809195	0.0	4.51085950651685	6.2054866239726305	4	4	1	9
13213.0	5.394081988532416	1.0986122886681098	5.6240175061873385	5.9121778036215025	2	3	3	8
13217.0	4.533674184283021	0.6931471805599453	5.225746673713202	5.414276517715631	3	2	1	6
13220.0	5.136386499401816	1.0986122886681098	5.517452896464707	4.739992411795536	2	1	2	5
13223.0	3.4688560301359703	0.0	5.4510384535657	4.135166556742356	4	1	1	6
13224.0	3.3357695763397	0.0	4.110873864173311	7.100324152227641	4	4	1	9
13225.0	5.347583607850955	1.6094379124341003	5.602118820879701	6.807532652847059	2	4	3	9
13230.0	5.5649034757050835	2.3978952727983707	5.771441123130016	5.433062794660435	1	2	3	6
13232.0	5.704115752446321	1.791759469228055	5.717027701406222	5.273640378835596	1	2	4	7
13233.0	4.467056883858457	0.0	5.087596335232384	5.7070438173585725	4	2	1	7
13236.0	4.407938016458383	0.0	4.672828834461906	5.722669650374684	4	2	1	7
13238.0	4.984291318756654	0.6931471805599453	5.099866427824199	5.2524828302042375	3	2	2	7
13240.0	4.432006566978902	0.6931471805599453	5.552959584921617	4.707004491869359	3	1	1	5
13242.0	3.8522730010223722	0.0	4.727387818712341	4.645351975620923	4	1	1	6
13246.0	5.743323649276734	1.6094379124341003	5.802118375377063	5.786805352592313	2	3	4	9
13247.0	4.175924549214524	1.0986122886681098	4.418840607796598	4.181286492355909	2	1	1	4
13248.0	4.821087692210561	0.0	5.631211781821365	4.360675308762846	4	1	2	7
13249.0	4.935193098929397	0.6931471805599453	5.568344503761097	5.3465597616717755	3	2	2	7
13253.0	4.206184043977636	0.0	5.53338948872752	6.317200787178688	4	4	1	9
13258.0	5.268373490174964	0.6931471805599453	5.327876168789581	5.468397636919637	3	2	2	7
13261.0	2.8390784635086144	0.0	5.655991810819852	4.596129441335942	4	1	1	6
13263.0	5.808442745199634	3.4339872044851463	5.823045895483019	5.455174978405059	1	2	4	7
13265.0	4.844974178195408	1.3862943611198906	4.852030263919617	5.764893252789305	2	3	2	7
13266.0	5.501666290534067	2.3978952727983707	5.54907608489522	5.772047000155518	1	3	3	7
13267.0	5.5801071132949795	2.3978952727983707	5.6131281063880705	5.771894149922972	1	3	3	7
13268.0	5.790265934544339	2.1972245773362196	5.808142489980444	5.718561612082789	1	2	4	7
13269.0	5.635146682266063	2.302585092994046	5.638354669333745	5.9865675764952755	1	3	4	8
13272.0	4.500920164614292	0.0	4.795790545596741	4.949185331780034	4	1	1	6
13276.0	5.2045559867335625	0.0	5.814130531825066	6.117325975615638	4	3	2	9
13277.0	4.771531723203316	1.0986122886681098	4.897839799950911	4.10978037035194	2	1	2	5
13280.0	5.4120923808068815	0.6931471805599453	5.75890177387728	5.314805684052839	3	2	3	8
13282.0	5.5649034757050835	0.6931471805599453	5.634789603169249	5.9758939521170245	3	3	3	9
13283.0	4.844974178195408	0.0	5.056245805348308	4.223323943478561	4	1	2	7
13285.0	5.74652262833236	1.0986122886681098	5.820082930352362	6.457601334748879	2	4	4	10
13292.0	3.8732821771117156	0.0	5.808142489980444	5.520140045894831	4	2	1	7
13294.0	3.370738174177447	0.0	5.631211781821365	6.181568244343992	4	4	1	9
13297.0	5.624378451868933	0.6931471805599453	5.707110264748875	6.78362526882927	3	4	3	10
13301.0	5.460010955546024	1.0986122886681098	5.82600010738045	5.003118222686967	2	1	3	6
13305.0	5.74652262833236	2.0794415416798357	5.814130531825066	5.410618738635182	1	2	4	7
13308.0	5.199049364889368	0.6931471805599453	5.318119993844216	5.653821625502429	3	2	2	7
13309.0	5.704115752446321	1.3862943611198906	5.707110264748875	5.722203428927414	2	2	4	8
13310.0	5.690697235107546	0.6931471805599453	5.783825182329737	5.888947208012628	3	3	4	10
13311.0	5.342812606434588	0.0	5.356586274672012	6.19483387072274	4	4	3	11
13313.0	5.43851399704132	1.3862943611198906	5.53338948872752	5.743339669654655	2	3	3	8
13314.0	4.370712874773608	0.6931471805599453	5.030437921392435	5.83815309836112	3	3	1	7
13316.0	5.403127730900382	1.0986122886681098	5.71042701737487	7.24875534473458	2	4	3	9
13317.0	3.8088822465086327	0.6931471805599453	5.497168225293202	6.287979370707763	3	4	1	8
13318.0	5.2045559867335625	0.6931471805599453	5.71042701737487	5.1298987149230735	3	1	2	6
13319.0	5.533784667551078	2.6390573296152584	5.602118820879701	6.451353579777531	1	4	3	8
13320.0	3.716008121502189	0.6931471805599453	4.672828834461906	6.272744922351736	3	4	1	8
13321.0	2.6461747973841225	0.0	4.465908118654584	5.731462490429511	4	3	1	8
13323.0	5.736894826106403	1.3862943611198906	5.805134968916488	5.060218794285084	2	1	4	7
13324.0	5.642261618007951	1.3862943611198906	5.746203190540153	7.315176805388689	2	4	4	10
13327.0	5.394081988532416	1.6094379124341003	5.808142489980444	5.988585406357139	2	3	3	8
13330.0	5.263208189434469	0.6931471805599453	5.755742213586912	5.998080115896976	3	3	2	8
13334.0	5.4120923808068815	0.6931471805599453	5.726847747587197	7.102960154940198	3	4	3	10
13340.0	4.6061696863211745	1.3862943611198906	4.983606621708336	7.766839478211594	2	4	1	7
13344.0	4.745801315727837	0.0	5.616771097666572	7.412311289734532	4	4	2	10
13350.0	4.144720769547168	0.0	4.382026634673881	5.807090886187896	4	3	1	8
13362.0	5.627980761239919	1.0986122886681098	5.662960480135946	6.632590097933131	2	4	4	10
13363.0	3.261935314328648	0.0	3.784189633918261	5.963013630933967	4	3	1	8
13365.0	1.8082887711792655	0.0	5.236441962829949	7.329664439506234	4	4	1	9
13368.0	4.175924549214524	0.0	5.54907608489522	3.5695326964813705	4	1	1	6
13373.0	5.226284163648205	0.6931471805599453	5.5093883366279774	7.023122064522574	3	4	2	9
13376.0	4.875960390769654	0.6931471805599453	5.814130531825066	5.953503040820864	3	3	2	8
13379.0	5.620763118936109	0.6931471805599453	5.713732805509369	4.9171667507713	3	1	3	7
13381.0	5.591360045241914	1.6094379124341003	5.700443573390687	6.468847134753622	2	4	3	9
13384.0	5.442850517280335	1.6094379124341003	5.6240175061873385	6.57065604583968	2	4	3	9
13389.0	5.3986150878634005	0.6931471805599453	5.4510384535657	5.57076523554639	3	2	3	8
13394.0	5.521860837883573	1.9459101490553132	5.645446897643238	5.753461132886748	1	3	3	7
13396.0	5.5610661724546055	0.0	5.768320995793772	6.881226481635869	4	4	3	11
13397.0	5.403127730900382	1.3862943611198906	5.68697535633982	5.738731255573653	2	3	3	8
13404.0	4.443827035579329	0.0	4.787491742782046	5.38408213350883	4	2	1	7
13405.0	4.728272383122075	0.0	5.762051382780177	5.985194934094387	4	3	1	8
13408.0	5.805436128382701	3.58351893845611	5.814130531825066	6.5294529009424265	1	4	4	9
13410.0	5.587623120115915	1.3862943611198906	5.676753802268282	5.2380629886828505	2	1	3	6
13414.0	5.094363509626968	0.6931471805599453	5.6937321388027	6.215307853536465	3	4	2	9
13416.0	3.6402142821326553	0.0	4.406719247264253	6.081305251107771	4	3	1	8
13417.0	1.8082887711792655	0.0	5.356586274672012	5.464255444091467	4	2	1	7
13418.0	5.793318439967056	2.1972245773362196	5.8289456176102075	6.14238859839223	1	4	4	9
13420.0	3.0492730404820207	0.0	5.14166355650266	4.645832167706981	4	1	1	6
13421.0	5.521860837883573	0.0	5.673323267171493	6.916487045905583	4	4	3	11
13425.0	5.226284163648205	0.6931471805599453	5.68697535633982	6.403441738831369	3	4	2	9
13426.0	5.497577977398914	2.0794415416798357	5.541263545158426	5.9265092724740684	1	3	3	7
13427.0	4.673762977453703	0.6931471805599453	4.844187086458591	5.2157506428910745	3	1	1	5
13429.0	4.175924549214524	1.0986122886681098	4.330733340286331	5.418320158942733	2	2	1	5
13430.0	4.220977213155467	0.0	4.465908118654584	5.83842991093892	4	3	1	8
13431.0	5.61349300330874	0.0	5.616771097666572	6.749673549359876	4	4	3	11
13434.0	5.136386499401816	0.0	5.501258210544727	6.134482053942907	4	4	2	10
13435.0	5.537727890326118	1.791759469228055	5.631211781821365	6.32994963753147	1	4	3	8
13437.0	5.768633446975818	1.791759469228055	5.814130531825066	6.2975113262885944	1	4	4	9
13447.0	5.3895282466014205	0.6931471805599453	5.493061443340548	6.11548365354876	3	3	3	9
13448.0	5.308762624409575	0.6931471805599453	5.389071729816501	6.962068259524813	3	4	3	10
13450.0	5.736894826106403	1.6094379124341003	5.820082930352362	5.770555996318337	2	3	4	9
13451.0	5.5801071132949795	1.3862943611198906	5.598421958998375	6.350680634604817	2	4	3	9
13452.0	2.4069451083182885	0.0	5.602118820879701	5.687314281948894	4	2	1	7
13453.0	4.821087692210561	0.0	5.66988092298052	5.1479594849594745	4	1	2	7
13456.0	5.247550249494384	1.6094379124341003	5.337538079701318	5.733056446693461	2	3	2	7
13458.0	5.796361655949294	2.4849066497880004	5.814130531825066	6.519507350936876	1	4	4	9
13460.0	2.312535423847214	0.0	4.0943445622221	4.678048831400664	4	1	1	6
13461.0	5.268373490174964	0.6931471805599453	5.808142489980444	6.091762268423346	3	3	2	8
13467.0	5.572534188046247	0.0	5.6131281063880705	5.708272379929054	4	2	3	9
13468.0	5.82923969201315	3.4657359027997265	5.8289456176102075	4.946107884008068	1	1	4	6
13470.0	5.3895282466014205	0.0	5.814130531825066	4.750135956238277	4	1	3	8
13471.0	5.394081988532416	1.0986122886681098	5.488937726156687	6.303192681718028	2	4	3	9
13473.0	3.095577608523707	0.0	4.110873864173311	5.486289594850805	4	2	1	7
13475.0	5.011301738639416	1.0986122886681098	5.823045895483019	6.055049488733093	2	3	2	7
13476.0	4.635699391022914	0.0	5.641907070938114	6.236310880065425	4	4	1	9
13477.0	5.694068782468562	1.6094379124341003	5.71042701737487	5.608826898639188	2	2	4	8
13479.0	3.529297384289471	0.0	5.459585514144159	5.054333149361975	4	1	1	6
13481.0	5.352331954854275	1.0986122886681098	5.54907608489522	5.9398027637840904	2	3	3	8
13486.0	5.288771953704505	0.6931471805599453	5.6240175061873385	5.531728030218024	3	2	2	7
13487.0	2.0918640616783932	0.0	4.189654742026425	5.116195789756748	4	1	1	6
13488.0	5.529825834193874	2.302585092994046	5.564520407322694	6.532834894702055	1	4	3	8
13489.0	5.242275975664412	1.0986122886681098	5.68697535633982	4.821732125936746	2	1	2	5
13491.0	5.6315701405422764	1.9459101490553132	5.762051382780177	4.778246758351688	1	1	4	6
13495.0	4.220977213155467	0.6931471805599453	5.707110264748875	6.071891796220597	3	3	1	7
13499.0	5.529825834193874	1.3862943611198906	5.598421958998375	5.522740099360627	2	2	3	7
13500.0	5.521860837883573	0.6931471805599453	5.6131281063880705	6.02171485777527	3	3	3	9
13502.0	5.727173427446777	0.6931471805599453	5.780743515792329	4.486386649998124	3	1	4	8
13507.0	5.2786247332023	1.0986122886681098	5.717027701406222	6.547808321172985	2	4	2	8
13509.0	5.697429000684026	1.791759469228055	5.814130531825066	5.054460773636285	1	1	4	6
13510.0	5.130490255904535	1.0986122886681098	5.3706380281276624	6.200759311788766	2	4	2	8
13515.0	4.754451888703846	1.0986122886681098	5.241747015059643	5.4352056186101585	2	2	2	6
13516.0	5.380358076884246	0.6931471805599453	5.476463551931511	6.420491547482354	3	4	3	10
13517.0	5.011301738639416	0.6931471805599453	5.19295685089021	6.241016311698494	3	4	2	9
13521.0	5.442850517280335	0.6931471805599453	5.488937726156687	5.77178374355666	3	3	3	9
13523.0	5.031091302663638	0.6931471805599453	5.298317366548036	6.682008341797812	3	4	2	9
13524.0	5.338018733399589	1.3862943611198906	5.517452896464707	4.810923398098219	2	1	3	6
13525.0	5.323497665078335	0.0	5.393627546352362	5.846438775057725	4	3	3	10
